description,artist,album,format,extra
Exalt – The Shape You Took Before The Ache CD,Exalt,The Shape You Took Before The Ache,CD,CD 2016
Meadows – Il Risveglio CD,Meadows,Il Risveglio,CD,Digipak 2017 (SEALED)
"Of Roofs, Genes and Stolen Meanings - Two: Places to Call Home CD","Of Roofs, Genes and Stolen Meanings",Two: Places to Call Home,CD,Digipak 2014
BLEMISH - One Morning Left – Our Sceneration CD,BLEMISH,One Morning Left – Our Sceneration,CD,Digipak 2013
BLEMISH - When Giants Collide – Versus CD,BLEMISH,When Giants Collide – Versus,CD,Digipak 2013 (lim/500)
Outrun The Sunlight - A Vast Field Of Silence 2xLP,Outrun The Sunlight,A Vast Field Of Silence,Vinyl,Black/Orange Merge 2022 press
Outrun The Sunlight - A Vast Field Of Silence 2xLP,Outrun The Sunlight,A Vast Field Of Silence,Vinyl,White w/ Splatter 2022 press
Nequient - Darker Than Death Or Night LP,Nequient,Darker Than Death Or Night,Vinyl,Orange w/ Splatter 2022 press
Zalnik - Zalnik LP,Zalnik,Zalnik,Vinyl,Black 2009 press vinyl
"Thieves / Ox King - Split 12""",Thieves / Ox King,Split,Vinyl,Gold 2018 press vinyl
"Thieves - EP I 7""",Thieves,EP I,Vinyl,Black 2011 press vinyl
"Thieves - EP II 7""",Thieves,EP II,Vinyl,Red Smoke 2011 press
Mizmor - Wit's End LP + DVD,Mizmor,Wit's End,Vinyl,Orange 2023 press vinyl
Mizmor - Wit's End LP + DVD,Mizmor,Wit's End,Vinyl,Blue 2023 press vinyl
Plan Of Attack - The Working Dead LP,Plan Of Attack,The Working Dead,Vinyl,Grey 2004 press vinyl
Plan Of Attack - The Working Dead LP,Plan Of Attack,The Working Dead,Vinyl,Alt Cover w/ Green 2004 press
"Plan Of Attack - Plan Of Attack 7""",Plan Of Attack,Plan Of Attack,Vinyl,White 2002 press vinyl
"Plan Of Attack - Plan Of Attack 7""",Plan Of Attack,Plan Of Attack,Vinyl,Red 2002 press vinyl
"Plan Of Attack - Plan Of Attack 7""",Plan Of Attack,Plan Of Attack,Vinyl,White/Red Split 2002 press
First Base – First Base CD,First Base,First Base,CD,Digipak 2013 (SEALED)
Heavy Times – Fix It Alone CD,Heavy Times,Fix It Alone,CD,Digipak 2013 (SEALED)
Hierophant – Peste CD,Hierophant,Peste,CD,Digipak 2014
"LeftyFish – You, Fish! CD",LeftyFish,"You, Fish!",CD,Digipak 2015 (SEALED)
Twitch Of The Death Nerve – A New Code Of Morality CD,Twitch Of The Death Nerve,A New Code Of Morality,CD,CD 2014
Veld – Daemonic: The Art Of Dantalian CD,Veld,Daemonic: The Art Of Dantalian,CD,Digipak 2015 (SEALED #003/100)
Teethgrinder – Nihilism CD,Teethgrinder,Nihilism,CD,CD 2016 (SEALED)
Tone - Tone CD,Tone,Tone,CD,Digipak 2016 (SEALED)
BLEMISH - Withered – Grief Relic CD,BLEMISH,Withered – Grief Relic,CD,Digipak 2016
Mont-Doré – Fractures CD,Mont,Doré – Fractures,CD,Digipak 2016
Now Denial - Facemelter CD,Now Denial,Facemelter,CD,CD 2008
Phantom Glue - Phantom Glue CD,Phantom Glue,Phantom Glue,CD,Digipak 2010
The People's Temple - Musical Garden CD,The People's Temple,Musical Garden,CD,CD 2014
The Rodeo Idiot Engine - Malaise CD,The Rodeo Idiot Engine,Malaise,CD,Digipak 2015
Shocked Minds - Shocked Minds CD,Shocked Minds,Shocked Minds,CD,CD 2013
Thieves - No Motive CD,Thieves,No Motive,CD,CD 2016
Tantrum - Killer Tape CD,Tantrum,Killer Tape,CD,CD 2016
Zubrowska – The Canister CD,Zubrowska,The Canister,CD,Digipak 2012
"Dock 83 / Wreckage – Silently, I Will Collapse CD",Dock 83 / Wreckage,"Silently, I Will Collapse",CD,CD 2016
Bungler – The Nature Of Being New CD,Bungler,The Nature Of Being New,CD,CD 2017
Abreact – Entities CD,Abreact,Entities,CD,CD 2012 (SEALED)
Serpentspire – The Cosmic Throne CD,Serpentspire,The Cosmic Throne,CD,CD 2016 (SEALED)
BLEMISH - Souls For Sale – Scavengers CD,BLEMISH,Souls For Sale – Scavengers,CD,Digipak 2013
Suffer In Silence – Brutal Realities CD,Suffer In Silence,Brutal Realities,CD,CD 2010
Swarm Of Arrows – The Great Seekers Of Lesser Life CD,Swarm Of Arrows,The Great Seekers Of Lesser Life,CD,Digipak 2012 (SEALED)
Beheaded – Beast Incarnate LP,Beheaded,Beast Incarnate,Vinyl,Black 2017 press vinyl
Mind Power – Self Torture LP,Mind Power,Self Torture,Vinyl,Translucent Red w/ Black Splatter 2021 press vinyl
Seventh Circle – Voluntary Torture LP,Seventh Circle,Voluntary Torture,Vinyl,Pink 2017 press vinyl
Ethereal Shroud - They Became The Falling Ash 2xLP,Ethereal Shroud,They Became The Falling Ash,Vinyl,Distributor Exclusive 2023 press
Hyperdontia - Deranged EP,Hyperdontia,Deranged,Vinyl,Black 2023 press vinyl
Chaotian - Effigies Of Obsolescence LP,Chaotian,Effigies of Obsolescence,Vinyl,Black 2022 press vinyl
BLEMISH - Snow Burial – Ostrava CD,BLEMISH,Snow Burial – Ostrava,CD,CD 2019 (SEALED)
BLEMISH - Stasia Momento – Manifestwo CD,BLEMISH,Stasia Momento – Manifestwo,CD,CD 2019 (SEALED)
BLEMISH - Stomachal Corrosion – Stomachal Corrosion CD,BLEMISH,Stomachal Corrosion – Stomachal Corrosion,CD,CD 2018 (SEALED)
USED - Trife Life – Trife Life CD,Trife Life,Trife Life C,CD,CD 2016
USED - Unborn Suffer – Nihilist CD,nborn Suffer,Nihilist C,CD,CD 2016
USED - Vargulf – Invading The Throne CD,Vargulf,Invading The Throne C,CD,CD 2002
USED -  Wet Nurse / Ten Thousand Miles Of Arteries - Split CD,Wet Nurse / Ten Thousand Miles Of Arteries,Split C,CD,CD 2017
BLEMISH - Wound - Engrained CD,BLEMISH,Wound - Engrained,CD,CD 2017 (SEALED)
BLEMISH - Aeraco – Baptized By Fire CD,BLEMISH,Aeraco – Baptized By Fire,CD,CD 2017 (SEALED)
USED - Ajna – Lucid Intrusion CD,Ajna,Lucid Intrusion C,CD,CD 2018
Glorious Depravity – Ageless Violence CD,Glorious Depravity,Ageless Violence,CD,CD 2020 (SEALED)
USED - Holy Roman Empire – Lost In Landscapes CD,Holy Roman Empire,Lost In Landscapes C,CD,CD 2005
USED - Helms Alee – Night Terror CD,Helms Alee,Night Terror C,CD,CD 2008 PROMO
BLEMISH - Kinlin – The Last Stand CD,BLEMISH,Kinlin – The Last Stand,CD,CD 2017 (SEALED)
Klysma – Sick CD,Klysma,Sick,CD,CD 2018 (SEALED)
Loaded For Bear / Bizarre X - Split CD,Loaded For Bear / Bizarre X,Split,CD,CD 2007 (SEALED)
BLEMISH - Machinist! – Closer To Death CD,BLEMISH,Machinist! – Closer To Death,CD,CD 2018 (SEALED)
USED - Merlot – Insipid Emaciation CD,Merlot,Insipid Emaciation C,CD,CD 2008
BLEMISH - Premature Burial – Antihuman CD,BLEMISH,Premature Burial – Antihuman,CD,CD 2019 (SEALED)
Moiscus - Idiomorphic Practices Cassette,Moiscus,Idiomorphic Practices,Cassette,Cassette 2023
Seep / Stench Collector - Split Tape,Seep / Stench Collector,Split,Cassette,Cassette 2023
Anatomia / Druid Lord - Split Tape,Anatomia / Druid Lord,Split,Cassette,Cassette 2022
Degraved - Whispered Morbidity / Exhumed Remnants CD,Degraved,Whispered Morbidity / Exhumed Remnants,CD,CD 2023
We Came As Romans – We Came As Romans CD,We Came As Romans,We Came As Romans,CD,CD 2015 (SEALED)
Yezdin – Svarunistična Protikultura LP,Yezdin,Svarunistična Protikultura,Vinyl,Black 2022 press vinyl
Yezdin - Modra Veda LP,Yezdin,Modra Veda,Vinyl,Black 2022 press vinyl
Blinding Sun - A Parade Of Horribles LP,Blinding Sun,A Parade of Horribles,Vinyl,Black 2023 press vinyl
"Fourth Dimension - Non-Physical Reality 12""",Fourth Dimension,Non-Physical Reality,Vinyl,Black 2023 press vinyl
"Fourth Dimension - Non-Physical Reality 12""",Fourth Dimension,Non-Physical Reality,Vinyl,Yellow Swirl 2023 press
Narrow Head - Moments Of Clarity LP,Narrow Head,Moments Of Clarity,Vinyl,Black 2023 press vinyl
Beenkerver - Ontaard LP,Beenkerver,Ontaard,Vinyl,Black 2023 press vinyl
Dødsdrift – Ødnis CD,Dødsdrift,Ødnis,CD,CD 2021
Leechfeast - Village Creep EP,Leechfeast,Village Creep,Vinyl,Black 1st press vinyl
Lurid - Fire Spell CD,Lurid,Fire Spell,CD,CD 2022
Scitalis - Doomed Before Time CD,Scitalis,Doomed Before Time,CD,CD 2022
Serpesta - Inevitable Demise LP,Serpesta,Inevitable Demise,Vinyl,Black 1st press vinyl
Udånde – Slow Death - A Celebration Of Self-Hatred LP,Udånde – Slow Death,A Celebration Of Self-Hatred,Vinyl,Black 2022 press vinyl
Udånde – Slow Death - A Celebration Of Self-Hatred LP,Udånde – Slow Death,A Celebration Of Self-Hatred,Vinyl,Grey 2022 press vinyl
"Putrevore / Grim Fate - Split 7""",Putrevore / Grim Fate,Split,Vinyl,Black 1st press vinyl
"Putrevore / Grim Fate - Split 7""",Putrevore / Grim Fate,Split,Vinyl,Green 1st press vinyl
"Necroven - Descent Into The Cryptic Chasm 7""",Necroven,Descent Into the Cryptic Chasm,Vinyl,Black 2016 press vinyl
Jarboe - The Cut Of The Warrior LP,Jarboe,The Cut Of The Warrior,Vinyl,Clear w/ Splatter 2018 press vinyl (lim/100)
Acephalix – Theothanatology Cassette,Acephalix,Theothanatology,Cassette,Smoke Tint Shell 2022 press
Anthesis / Botfly / Cell Press / Greber – Split Cassette,Anthesis / Botfly / Cell Press / Greber,Split,Cassette,Green w/ Splatter 2021 press
Crtvtr – Streamo Cassette,Crtvtr,Streamo,Cassette,Gold Shell 2016 press
Ethicist – II Cassette,Ethicist,II,Cassette,Blue Shell 2016 press (lim/50)
Star of Khorala - Star of Khorala Cassette,Star of Khorala,Star of Khorala,Cassette,Black Shell 2016 press
Raw Grip – Kaleidoscope Cassette,Raw Grip,Kaleidoscope,Cassette,Concrete Shell 2021 press
Riversleem – A Debut Release by Riversleem Cassette,Riversleem,A Debut Release by Riversleem,Cassette,Swirl Shell 2021 press
Via Fondo – Slow Girl Cassette,Via Fondo,Slow Girl,Cassette,Girl Swirl Shell 2022 press (lim/50)
Ilenkus – The Crossing CD,Ilenkus,The Crossing,CD,CD 2014
Sutrah – Aletheia CD,Sutrah,Aletheia,CD,CD 2020
Illyria – Illyria CD,Illyria,Illyria,CD,CD 2016
The Hirsch Effekt – The Hirsch Effekt CD,The Hirsch Effekt,The Hirsch Effekt,CD,CD 2009
The Hirsch Effekt – Holon : Hiberno CD,The Hirsch Effekt,Holon : Hiberno,CD,CD 2010
The Hirsch Effekt – Holon : Anamnesis CD,The Hirsch Effekt,Holon : Anamnesis,CD,CD 2012
the.daisy.anthesis. – Surface And The Sky CD,the.daisy.anthesis.,Surface And The Sky,CD,CD 2010
Currents – The Place I Feel Safest CD,Currents,The Place I Feel Safest,CD,CD 2017
Ilsa - Preyer LP,Ilsa,Preyer,Vinyl,Blood Red 1st press vinyl
Ilsa - Preyer LP,Ilsa,Preyer,Vinyl,Clear w/ Red/Black Smoke 1st press vinyl
Ilsa - Preyer LP,Ilsa,Preyer,Vinyl,White/Black/Red Merge w/ Splatter 1st press vinyl
Ilsa - Preyer LP,Ilsa,Preyer,Vinyl,Milky Clear w/ Pinwheels & Splatter 2020 press
Marigold King / Swampworm - Split LP,Marigold King / Swampworm,Split,Vinyl,Yellow 2022 press vinyl
Valborg - Nekrodepression LP,Valborg,Nekrodepression,Vinyl,Splatter 2022 press vinyl
Voidthrone - Metaphysical Degradation LP,Voidthrone,Metaphysical Degradation,Vinyl,Red 2022 press vinyl
"END / Cult Leader - Gather & Mourn 12""",END / Cult Leader,Gather & Mourn,Vinyl,Red Cloudy 2022 press
"END / Cult Leader - Gather & Mourn 12""",END / Cult Leader,Gather & Mourn,Vinyl,Electric Blue w/ Splatter 2022 press
Morbid Visionz - Cycle Of Cessation CD,Morbid Visionz,Cycle Of Cessation,CD,CD 2022
"Portrayal Of Guilt - Suffering Is A Gift 12""",Portrayal Of Guilt,Suffering Is A Gift,Vinyl,Clear w/ Splatter 2020 press
"Portrayal Of Guilt - Suffering Is A Gift 12""",Portrayal Of Guilt,Suffering Is A Gift,Vinyl,Coke w/ Splatter 2019 press
"Portrayal Of Guilt - Suffering Is A Gift 12""",Portrayal Of Guilt,Suffering Is A Gift,Vinyl,Glow-In-The-Dark 2019 press
Tribal Gaze - The Nine Choirs LP,Tribal Gaze,The Nine Choirs,Vinyl,Black 2022 press vinyl
Tribal Gaze - The Nine Choirs LP,Tribal Gaze,The Nine Choirs,Vinyl,Purple 2022 press vinyl
Vamachara - Live From The Pit CD,Vamachara,Live From The Pit,CD,CD 2022
Tribal Gaze - Godless Voyage CD,Tribal Gaze,Godless Voyage,CD,CD 2022
USED - One Win Choice – Conveyor LP,One Win Choice,Conveyor,Vinyl,Yellow 2011 press vinyl
"USED - Disgrace / Harness - Split 7""",isgrace / Harness,Split,Vinyl,Yellow 2013 press vinyl
Keeper – The Space Between Your Teeth LP,Keeper,The Space Between Your Teeth,Vinyl,Clear 2015 press vinyl
So Is The Tongue – A Child of Divorce LP,So Is The Tongue,A Child of Divorce,Vinyl,Black 2012 press vinyl (lim/300)
"Texas Instruments / Baitfish / Battle Royale / Regret, The Informer – Kansas City 4-Way Split LP","Texas Instruments / Baitfish / Battle Royale / Regret, The Informer – Kansas City 4",Way Split,Vinyl,Grey Marble 2012 press vinyl
"Pig Destroyer - The Octagonal Stairway 12"" EP",Pig Destroyer,The Octagonal Stairway,Vinyl,Metallic Silver w/ Splatter 2021 press
Writhing - Of Earth & Flesh Cassette,Writhing,Of Earth & Flesh,Cassette,Cassette 2022
Maze Of Sothoth - Soul Demise LP,Maze Of Sothoth,Soul Demise,Vinyl,Black 2018 press vinyl
Veld - Daemonic: The Art Of Dantalian LP,Veld,Daemonic: The Art Of Dantalian,Vinyl,Black 2017 press vinyl
Veld - Daemonic: The Art Of Dantalian LP,Veld,Daemonic: The Art Of Dantalian,Vinyl,Orange w/ Haze 2017 press (#007/100)
Benothing - Temporal Bliss Surrealms LP,Benothing,Temporal Bliss Surrealms,Vinyl,Black 2022 press vinyl
Father Befouled - Crowned In Veneficum LP,Father Befouled,Crowned In Veneficum,Vinyl,Black 2022 press vinyl
Instigate - Unheeded Warnings Of Decay LP,Instigate,Unheeded Warnings Of Decay,Vinyl,Black 2023 press vinyl
Skeleton Of God - Primordial Dominion LP,Skeleton Of God,Primordial Dominion,Vinyl,Black 2016 press vinyl
"Void Rot - Telluric Dismemberment 7""",Void Rot,Telluric Dismemberment,Vinyl,Black 2022 press vinyl
Convocation - Ashes Coalesce CD,Convocation,Ashes Coalesce,CD,CD 2020
Devoid Of Thought - Outer World Graves CD,Devoid Of Thought,Outer World Graves,CD,CD 2021
Father Befouled - Crowned In Veneficum CD,Father Befouled,Crowned In Veneficum,CD,CD 2022
Occulsed - Crepitation Of Phlegethon CD,Occulsed,Crepitation Of Phlegethon,CD,CD 2022
Serocs - Vore CD,Serocs,Vore,CD,CD 2020
Severed Headshop - The Fuckening CD,Severed Headshop,The Fuckening,CD,CD 2022
Tormentor Tyrant - Tormentor Tyrant CD,Tormentor Tyrant,Tormentor Tyrant,CD,CD 2022
Turris Eburnea - Turris Eburnea CD,Turris Eburnea,Turris Eburnea,CD,CD 2022
Instigate - Unheeded Warnings Of Decay Cassette,Instigate,Unheeded Warnings Of Decay,Cassette,Cassette 2022
Severed Headshop - The Fuckening Cassette,Severed Headshop,The Fuckening,Cassette,Cassette 2022
"BLVD Of Death - Hate Too Much To Love 12""",BLVD Of Death,Hate Too Much To Love,Vinyl,Alt Cover 2021 press vinyl
Cognizance – Malignant Dominion LP,Cognizance,Malignant Dominion,Vinyl,Clear 2019 press vinyl (lim/250)
Hive – Most Vicious Animal LP,Hive,Most Vicious Animal,Vinyl,Orange Marble 2019 press vinyl
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Navy/Red/Orange Splatter 1st press vinyl
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Black/Navy/Neon Purple Mix 1st press vinyl
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Transparent Red/Blue 1st press vinyl
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Red/Blue Mix 1st press vinyl
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Purple/Black/Red 2022 press vinyl
Converge & Chelsea Wolfe - Bloodmoon: I 2xLP,Converge & Chelsea Wolfe,Bloodmoon: I,Vinyl,Black/Red/Blue Mix 2022 press vinyl
Ancst - Furnace LP,Ancst,Furnace,Vinyl,Black 2017 press vinyl
Woman Is The Earth – Dust Of Forever LP,Woman Is The Earth,Dust Of Forever,Vinyl,Gold 2021 press vinyl (lim/250)
Scordatura - Mass Failure LP,Scordatura,Mass Failure,Vinyl,Black 1st press vinyl
Scordatura - Mass Failure LP,Scordatura,Mass Failure,Vinyl,Green 1st press vinyl
Hawser – All Is Forgiven LP,Hawser,All Is Forgiven,Vinyl,Blue in Clear w/ Splatter 2020 press vinyl (lim/100)
BLEMISH - Jiyuna! – This Desolate Veil LP,BLEMISH,Jiyuna! – This Desolate Veil,Vinyl,Black 2018 press vinyl
Man Is The Most Dangerous Animal – Vol: 1 The Zodiac LP,Man Is The Most Dangerous Animal,Vol: 1 The Zodiac,Vinyl,Transparent Red w/ Silkscreen 2021 press vinyl (lim/200)
BLEMISH - The Phantom Carriage – 7-Year Epilogue LP,BLEMISH,The Phantom Carriage – 7-Year Epilogue,Vinyl,Magenta Translucent w/ Marble 2020 press vinyl (lim/100)
Ryloth – Avant-Cour LP,Ryloth – Avant,Cour,Vinyl,Translucent Smokey Black 2020 press vinyl
BLEMISH - Scenario – Sounds In Sequence LP,BLEMISH,Scenario – Sounds In Sequence,Vinyl,Clear 2021 press vinyl (lim/250)
Nightmarer - Monolith Of Corrosion LP,Nightmarer,Monolith Of Corrosion,Vinyl,Black/Blue Hand-Pour 2022 press
Nightmarer - Monolith Of Corrosion LP,Nightmarer,Monolith Of Corrosion,Vinyl,Splatter 2022 press vinyl
Nightmarer - Monolith Of Corrosion LP,Nightmarer,Monolith Of Corrosion,Vinyl,Liquid Mercury 2022 press (#33/33)
Between The Buried And Me - Colors II 2xLP,Between The Buried And Me,Colors II,Vinyl,Clear w/ Splatter 2021 press vinyl
Between The Buried And Me - Colors II 2xLP,Between The Buried And Me,Colors II,Vinyl,Blue Cloudy 2021 press vinyl
27 – A Billion Searchlights LP,27,A Billion Searchlights,Vinyl,Blue w/ Single Splatter 2021 press vinyl
A Loathing Requiem – Acolytes Eternal LP,A Loathing Requiem,Acolytes Eternal,Vinyl,Prismatic Variant 2020 press vinyl (lim/100)
BLEMISH - Abhoria – Abhoria LP,BLEMISH,Abhoria – Abhoria,Vinyl,White / Brown Pinwheel 2022 press vinyl (lim/200)
As Hell – Lupa LP,As Hell,Lupa,Vinyl,Red Mix 2015 press vinyl
Bain De Sang – Sacrificed For A Load Of Filth And Lies LP,Bain De Sang,Sacrificed For A Load Of Filth And Lies,Vinyl,Black Silkscreen 2020 press vinyl (lim/400)
BLK OPS – The Heroic Dose LP,BLK OPS,The Heroic Dose,Vinyl,Translucent Pink Swirl 2021 press vinyl
BLEMISH - Concrete / Hammerfist - Split LP,BLEMISH,Concrete / Hammerfist - Split,Vinyl,Army Green Mix 2014 press vinyl (lim/200)
Dark Matter Secret – Perfect World Creation LP,Dark Matter Secret,Perfect World Creation,Vinyl,Synthesis Variant 2022 press vinyl (lim/100)
Dephosphorus – Sublimation LP,Dephosphorus,Sublimation,Vinyl,Clear 2020 press vinyl
Realm Of Torment - Ytene's Collapse LP,Realm Of Torment,Ytene's Collapse,Vinyl,Blue/White 2022 press
Realm Of Torment - Ytene's Collapse LP,Realm Of Torment,Ytene's Collapse,Vinyl,"""Overturn"" Alt Cover w/ Blue 2022 press vinyl"
Wisdom In Chains - Class War 15th Anniversary LP,Wisdom In Chains,Class War 15th Anniversary,Vinyl,Black 2022 press vinyl
Wisdom In Chains - Class War 15th Anniversary LP,Wisdom In Chains,Class War 15th Anniversary,Vinyl,White 2022 press vinyl
Wisdom In Chains - Class War 15th Anniversary LP,Wisdom In Chains,Class War 15th Anniversary,Vinyl,Gold 2022 press vinyl
Wisdom In Chains - Class War 15th Anniversary LP,Wisdom In Chains,Class War 15th Anniversary,Vinyl,Purple 2022 press vinyl
"Wisdom In Chains / Sharp Shock - Split 7""",Wisdom In Chains / Sharp Shock,Split,Vinyl,Black/Silver 2022 press vinyl
"Wisdom In Chains / Sharp Shock - Split 7""",Wisdom In Chains / Sharp Shock,Split,Vinyl,Red 2022 press vinyl
"Missing Link - No Saving Grace 12""",Missing Link,No Saving Grace,Vinyl,Black 2022 press vinyl
"Promethee – Nothing Happens. Nobody Comes, Nobody Goes. CD",Promethee,"Nothing Happens. Nobody Comes, Nobody Goes.",CD,CD 2013
"Father Befouled / Exaugurate - Purging Holiness 7""",Father Befouled / Exaugurate,Purging Holiness,Vinyl,Black 2021 press vinyl
"Father Befouled / Exaugurate - Purging Holiness 7""",Father Befouled / Exaugurate,Purging Holiness,Vinyl,Clear w/ Splatter 2021 press
Noxis / Cavern Womb - Communion Of Corrupted Minds Cassette,Noxis / Cavern Womb,Communion Of Corrupted Minds,Cassette,Cassette 2021 press
Gosudar / Malignant Altar - Split LP,Gosudar / Malignant Altar,Split,Vinyl,Black 2022 press vinyl
Gosudar / Malignant Altar - Split LP,Gosudar / Malignant Altar,Split,Vinyl,Milky White 2022 press
Gosudar / Malignant Altar - Split LP,Gosudar / Malignant Altar,Split,Vinyl,Clear/Black Split w/ Splatter 2022 press
Gosudar - Morbid Despotic Ritual CD,Gosudar,Morbid Despotic Ritual,CD,CD 2021 press
Noxis / Cavern Womb - Communion Of Corrupted Minds LP,Noxis / Cavern Womb,Communion Of Corrupted Minds,Vinyl,Red/Silver Galaxy w/ Red Cover 2022 press
