description,artist,album,format,extra
"[SOLD OUT] SOLANUM ""Spheres of Time"" Vinyl LP (Depressive Silence, Lim. 250)",SOLANUM,Spheres of Time,Vinyl,"(Depressive Silence, Lim. 250)"
"[SOLD OUT] DEPRESSIVE SILENCE ""Mourning"" CD (Lim. 200)",Depressive Silence,Mourning,CD,(Lim. 200)
"[SOLD OUT] SORT VOKTER ""Folkloric Necro Metal"" CD [hardcover digibook, lim.513] (Ildjarn)",Sort Vokter,Folkloric Necro Metal,CD,"[hardcover digibook, lim.513] (Ildjarn)"
"[SOLD OUT] ILDJARN-NIDHOGG ""Hardangervidda"" Vinyl LP (Color)",Ildjarn-Nidhogg,Hardangervidda,Vinyl,(Color)
"[SOLD OUT] SORT VOKTER (Ildjarn) ""Folkloric Necro Metal"" Vinyl LP (Color)",SORT VOKTER (Ildjarn),Folkloric Necro Metal,Vinyl,(Color)
"[SOLD OUT] MACABRE OMEN ""Anamneses"" CD [digipak, gold foil]",MACABRE OMEN,Anamneses,CD,"[digipak, gold foil]"
"[SOLD OUT] MACABRE OMEN ""Gods of War - At War"" CD [digipak, gold foil]",MACABRE OMEN,Gods of War - At War,CD,"[digipak, gold foil]"
"[SOLD OUT] MACABRE OMEN ""The Ancient Returns"" CD [digipak, gold foil]",MACABRE OMEN,The Ancient Returns,CD,"[digipak, gold foil]"
"[SOLD OUT] ELFFOR ""Arkaik"" CD [A5 Digipak]",Elffor,Arkaik,CD,[A5 Digipak]
"[SOLD OUT] MAIDEN HAIR ""Trewanmead"" Vinyl LP (Lim. 220)",MAIDEN HAIR,Trewanmead,Vinyl,(Lim. 220)
"[SOLD OUT] ELFFOR ""From the Throne of Hate"" CD",Elffor,From the Throne of Hate,CD,
"[SOLD OUT] ANCIENT MASTERY ""Chapter One: Across The Mountains Of The Drämmarskol"" Vinyl LP",ANCIENT MASTERY,Chapter One: Across The Mountains Of The Drämmarskol,Vinyl,
"[SOLD OUT] BLOOD INCANTATION ""Starspawn"" CD",Blood Incantation,Starspawn,CD,
"[SOLD OUT] ELFFOR ""Into the Dark Forest"" CD",Elffor,Into the Dark Forest,CD,
"[SOLD OUT] PHRENELITH ""Desolate Endscape"" CD",Phrenelith,Desolate Endscape,CD,
"[SOLD OUT] HORRENDOUS ""Ecdysis"" CD",Horrendous,Ecdysis,CD,
"[SOLD OUT] BLOOD TYRANT ""Aristocracy of Twilight"" CD [Digipak]",Blood Tyrant,Aristocracy of Twilight,CD,[Digipak]
"[SOLD OUT] SPECTRAL VOICE ""Eroded Corridors of Unbeing"" CD",Spectral Voice,Eroded Corridors Of Unbeing,CD,
"[SOLD OUT] LA TREDICESIMA LUNA ""Il Sentiero Degli Dei"" CD (Lim.25, Medhelan)",LA TREDICESIMA LUNA,Il Sentiero Degli Dei,CD,"(Lim.25, Medhelan)"
"[SOLD OUT] FORLORN KINGDOM ""Northern Spirits Call From Afar"" Vinyl LP",Forlorn Kingdom,Northern Spirits Call From Afar,Vinyl,
"[SOLD OUT] FORLORN KINGDOM ""Ancient Winter's Domain"" Vinyl LP",Forlorn Kingdom,Ancient Winter's Domain,Vinyl,
"[SOLD OUT] VLAD TEPES ""Black Legions Metal"" CD [Digipak]",Vlad Tepes,Black Legions Metal,CD,[Digipak]
"[SOLD OUT] VALAC ""Burning Dawn of Vengeance"" CD [Digipak]",Valac,Burning Dawn of Vengeance,CD,[Digipak]
"[SOLD OUT] NÄCHTLICH ""Nachtlich"" CD [Digipak]",NÄCHTLICH,Nachtlich,CD,[Digipak]
"[SOLD OUT] CRUCIFIXION BELL ""Eternal Grip of the Nocturnal Empire"" CD [Digipak]",Crucifixion Bell,Eternal Grip of the Nocturnal Empire,CD,[Digipak]
"[SOLD OUT] NÄCHTLICH ""Satanas Solum Initium Est"" CD [Digipak]",NÄCHTLICH,Satanas Solum Initium Est,CD,[Digipak]
"[SOLD OUT] RINGBEARER ""	Ghost Of The Father"" CD (Lim. 100) [Digipak]",Ringbearer,Ghost Of The Father,CD,(Lim. 100) [Digipak]
"[SOLD OUT] RINGBEARER ""The Way Is Shut"" CD (2009 stock copies)",Ringbearer,The Way Is Shut,CD,(2009 stock copies)
"[SOLD OUT] TRÄD ""Träd"" Vinyl 10"" (Lim. 100)",TRÄD,Träd,Vinyl,(Lim. 100)
"[SOLD OUT] DARKEN WOOD ""VI"" Vinyl LP (Lim. 100)",DARKEN WOOD,VI,Vinyl,(Lim. 100)
"[SOLD OUT] AURA NEGATIV ""Oddity Moon"" CD (Lim. 50) [ELFFOR]",AURA NEGATIV,Oddity Moon,CD,(Lim. 50) [ELFFOR]
"[SOLD OUT] LAMP OF MURMUUR ""Punishment and Devotion"" CD",Lamp of Murmuur,Punishment and Devotion,CD,
"[SOLD OUT] V/A ""MELODIES IN REVERIE"" Vinyl LP",V/A,MELODIES IN REVERIE,Vinyl,
"[SOLD OUT] OLD NICK ""A New Generation of Vampiric Conspiracies"" Vinyl 2xLP (color, gatefold w/ poster)",Old Nick,A New Generation of Vampiric Conspiracies,Vinyl,"(color, gatefold w/ poster)"
"[SOLD OUT] RUNESCAPE ""OSRS - Old School Combat Classics"" CD [Digisleeve]",RUNESCAPE,OSRS - Old School Combat Classics,CD,[Digisleeve]
"[SOLD OUT] RUNESCAPE ""OSRS - Old School Combat Classics"" 2xLP Vinyl Gatefold (Color)",RUNESCAPE,OSRS - Old School Combat Classics,Vinyl,(Color)
"[SOLD OUT] ALGHOL ""The Osseous Key"" CD (Lim. 125, w/ guitar pick) [Digipak]",Alghol,The Osseous Key,CD,"(Lim. 125, w/ guitar pick) [Digipak]"
"[SOLD OUT] THE ELDER SCROLLS V: SKYRIM ""Atmospheres"" Vinyl LP (Color)",THE ELDER SCROLLS V: SKYRIM,Atmospheres,Vinyl,(Color)
"[SOLD OUT] MORTIIS ""The Shadow of the Tower"" Vinyl LP (Color)",Mortiis,The Shadow of the Tower,Vinyl,(Color)
"[SOLD OUT] KAMPFAR ""s/t"" CD [hardcover digibook, lim.500]",KAMPFAR,s/t,CD,"[hardcover digibook, lim.500]"
"[SOLD OUT] TARTAROS ""The Heritage From the Past"" CD [Digibook]",TARTAROS,The Heritage From the Past,CD,[Digibook]
"[SOLD OUT] ANCIENT ""Mad Grandiose Bloodfiends"" Vinyl 2xLP Gatefold (Color)",Ancient,Mad Grandiose Bloodfiends,Vinyl,(Color)
"[SOLD OUT] MORTIIS ""The Shadow of the Tower"" CD [hardcover digibook, lim.666]",Mortiis,The Shadow of the Tower,CD,"[hardcover digibook, lim.666]"
"[SOLD OUT] SORCIER DES GLACES ""Snowland"" Vinyl LP (Lim. 250)",Sorcier Des Glaces,Snowland,Vinyl,(Lim. 250)
"[SOLD OUT] SANCTUAIRE ""Feu Sacré"" Vinyl LP (Color)",Sanctuaire,Feu Sacré,Vinyl,(Color)
"[SOLD OUT] CONIFÈRE ""Noblesse d’Épée"" Vinyl LP (Lim. 150, Color)",CONIFÈRE,Noblesse d’Épée,Vinyl,"(Lim. 150, Color)"
"[SOLD OUT] BRUME D'AUTOMNE ""Fiers et Victorieux"" Vinyl LP (Lim. 200, Color)",BRUME D'AUTOMNE,Fiers et Victorieux,Vinyl,"(Lim. 200, Color)"
"FOGWEAVER ""Vedurnan"" CD [Digipak]",Fogweaver,Vedurnan,CD,[Digipak]
"FOGWEAVER ""Spellwind / Fogweaver"" 2xCD [Digipak]",Fogweaver,Spellwind / Fogweaver,CD,[Digipak]
"[SOLD OUT] GISM ""Detestation"" CD (w/ slipcase)",Gism,Detestation,CD,(w/ slipcase)
"[SOLD OUT] FOGLORD / FOG CASTLE / FOGWEAVER ""In the Kingdom of Fog"" CD [Digipak]",FOGLORD / FOG CASTLE / FOGWEAVER,In the Kingdom of Fog,CD,[Digipak]
"[SOLD OUT] PENTAGRAM ""First Daze Here"" Double CD [2xCD jewel case]",Pentagram,First Daze Here,CD,[2xCD jewel case]
"[SOLD OUT] DEATH ""Leprosy"" Double CD [2xCD jewel case]",Death,Leprosy,CD,[2xCD jewel case]
"[SOLD OUT] PENTAGRAM ""First Daze Here Too"" Double CD [2xCD jewel case]",Pentagram,First Daze Here Too,CD,[2xCD jewel case]
"[SOLD OUT] DEATH ""Scream Bloody Gore"" Double CD [2xCD jewel case]",Death,Scream Bloody Gore,CD,[2xCD jewel case]
"[SOLD OUT] DEATH ""Spiritual Healing"" Double CD [2xCD jewel case]",Death,Spiritual Healing,CD,[2xCD jewel case]
"[SOLD OUT] REPULSION ""Horrified"" Double CD [2xCD jewel case]",REPULSION,Horrified,CD,[2xCD jewel case]
"[SOLD OUT] FIEF ""I-IV"" Double CD [2xCD digipak]",Fief,I-IV,CD,[2xCD digipak]
"[SOLD OUT] SOMBRE ARCANE ""Sombre Arcane"" CD [Digipak]",SOMBRE ARCANE,Sombre Arcane,CD,[Digipak]
"[SOLD OUT] SAOR ""Aura"" CD",Saor,Aura,CD,
"[SOLD OUT] SAOR ""Roots"" CD",Saor,Roots,CD,
"[SOLD OUT] MALIST ""Karst Relict"" CD [inverted cross shaped digipak]",Malist,Karst Relict,CD,[inverted cross shaped digipak]
"[SOLD OUT] SINIRA / ARCTOS ""Dawnless Twilight / A Spire Silent"" CD [Digipak]",SINIRA / ARCTOS,Dawnless Twilight / A Spire Silent,CD,[Digipak]
"[SOLD OUT] ERANG ""Imagination Never Fails"" Vinyl LP (Color)",Erang,Imagination Never Fails,Vinyl,(Color)
"[SOLD OUT] ERANG ""Anti Future"" Vinyl LP (Color)",Erang,Anti Future,Vinyl,(Color)
"[SOLD OUT] QUEST MASTER ""The Twelve Temples"" CD [Digipak]",Quest Master,The Twelve Temples,CD,[Digipak]
"[SOLD OUT] ERANG ""Another World Another Time"" Vinyl LP (color, lim.300)",Erang,Another World Another Time,Vinyl,"(color, lim.300)"
"[SOLD OUT] OLD TOWER ""Tales of the Mad Moon"" Double CD [2xCD digipak]",Old Tower,Tales of the Mad Moon,CD,[2xCD digipak]
"[SOLD OUT] OLD TOWER ""Grim Alchemy"" Vinyl LP [Color]",Old Tower,Grim Alchemy,Vinyl,[Color]
"[SOLD OUT] OLD TOWER ""Plague Harvest"" LP+10"" [Color]",Old Tower,Plague Harvest,Vinyl,[Color]
"[SOLD OUT] STORMKEEP ""Tales of Othertime"" 2xCD (digipak w/ deluxe diecut foil slipcase)",Stormkeep,Tales of Othertime,CD,(digipak w/ deluxe diecut foil slipcase)
"[SOLD OUT] DWARROWDELF ""Sons of Feanor"" CD [Digipak]",DWARROWDELF,Sons of Feanor,CD,[Digipak]
"[SOLD OUT] STORMKEEP ""Galdrum"" CD (Digipak)",Stormkeep,Galdrum,CD,(Digipak)
"[SOLD OUT] VALAC ""Burning Dawn of Vengeance"" Vinyl LP",Valac,Burning Dawn of Vengeance,Vinyl,
"[SOLD OUT] NINKHARSAG ""The Dread March of Solemn Gods"" CD",NINKHARSAG,The Dread March of Solemn Gods,CD,
"[SOLD OUT] SULPHURIC NIGHT ""Arcane Monoliths Of Triumphant Death"" Vinyl 2xLP",Sulphuric Night,Arcane Monoliths Of Triumphant Death,Vinyl,
"[SOLD OUT] SULPHURIC NIGHT ""Forever Cursed"" Vinyl LP (Color)",Sulphuric Night,Forever Cursed,Vinyl,(Color)
"[SOLD OUT] IASOS ""Inter-Dimensional Music"" Vinyl LP",IASOS,Inter-Dimensional Music,Vinyl,
"[SOLD OUT] XASTHUR ""A Gate Through Bloodstained Mirrors"" Vinyl 2xLP (Gatefold)",Xasthur,A Gate Through Bloodstained Mirrors,Vinyl,(Gatefold)
"[SOLD OUT] IASOS ""Angelic Music"" Vinyl LP",IASOS,Angelic Music,Vinyl,
"[SOLD OUT] IASOS ""Realms of Light"" Vinyl LP",IASOS,Realms of Light,Vinyl,
"SKYFOREST ""Aftermath"" Vinyl LP (color, lim. 199)",SKYFOREST,Aftermath,Vinyl,"(color, lim. 199)"
"[SOLD OUT] EVILFEAST ""Wintermoon Enchantment"" vinyl 2xLP (gatefold)",Evilfeast,Wintermoon Enchantment,Vinyl,(gatefold)
"[SOLD OUT] GRAVE ""Into The Grave"" Vinyl LP (deluxe, color)",Grave,Into the Grave,Vinyl,"(deluxe, color)"
"[SOLD OUT] SULPHURIC NIGHT ""Arcane Monoliths of Triumphant Death"" CD",Sulphuric Night,Arcane Monoliths Of Triumphant Death,CD,
"[SOLD OUT] NÄCHTLICH ""Satanas Solum Initium Est"" Vinyl LP",NÄCHTLICH,Satanas Solum Initium Est,Vinyl,
"[SOLD OUT] OLD NICK ""T.N.O.T.A..."" Vinyl LP",Old Nick,T.N.O.T.A...,Vinyl,
"[SOLD OUT] ELFFOR ""Into the Shades of Hate"" 3xCD (Lim. 150)",Elffor,Into the Shades of Hate,CD,(Lim. 150)
"[SOLD OUT] MNIMA ""Disciples of Excremental Liturgies"" CD (Μνήμα) [digipak]",MNIMA,Disciples of Excremental Liturgies,CD,(Μνήμα) [digipak]
"[SOLD OUT] THE OBSOLESCENT ARBORIST ""s/t"" Lathe 7"" Vinyl (lim. 50, color)",THE OBSOLESCENT ARBORIST,s/t,Vinyl,"(lim. 50, color)"
"[SOLD OUT] DIPLODOCUS ""Tales Of An Ancient Past"" Lathe 7"" Vinyl (lim. 50, color)",DIPLODOCUS,Tales Of An Ancient Past,Vinyl,"(lim. 50, color)"
"[SOLD OUT] ANCIENT IRON ""Ancient Iron I"" Lathe 7"" Vinyl (lim. 50, color)",ANCIENT IRON,Ancient Iron I,Vinyl,"(lim. 50, color)"
"[SOLD OUT] FILICOPHYTA ""Demo I"" Lathe 7"" Vinyl (lim. 50, color)",FILICOPHYTA,Demo I,Vinyl,"(lim. 50, color)"
"[SOLD OUT] ALKILITH ""Temples"" Lathe 7"" Vinyl (lim. 50, color)",ALKILITH,Temples,Vinyl,"(lim. 50, color)"
"[SOLD OUT] CURTA'N WALL ""Curta'n Wall"" CD",CURTA'N WALL,Curta'n Wall,CD,
"VORVADOSS / MAGIC FIND ""Utterances and Arcana"" Double CD [2xCD digipak]",Vorvadoss / Magic Find,Utterances and Arcana,CD,[2xCD digipak]
"[SOLD OUT] BLOODY KEEP ""Bloody Horror"" CD",BLOODY KEEP,Bloody Horror,CD,
"[SOLD OUT] BLOODY KEEP ""Cup Of Blood In The Top of the Tower"" CD",BLOODY KEEP,Cup Of Blood In The Top of the Tower,CD,
"[SOLD OUT] WATER NYMPH ""Heroic Pond of Love"" CD",WATER NYMPH,Heroic Pond of Love,CD,
"[SOLD OUT] HERMIT KNIGHT ""EP Compilation"" CD",HERMIT KNIGHT,EP Compilation,CD,
"[SOLD OUT] OLD NICK ""T.N.O.T.A..."" CD",Old Nick,T.N.O.T.A...,CD,
"[SOLD OUT] COLOUSSUS ""Colossus"" CD",COLOUSSUS,Colossus,CD,
"[SOLD OUT] HEKSEBLAD ""The Fall of Cintra"" CD",HEKSEBLAD,The Fall of Cintra,CD,
"[SOLD OUT] NARVAROG ""Fury and Triumph"" CD",NARVAROG,Fury and Triumph,CD,
"[SOLD OUT] V/A ""Grime Stone Records Dungeon Synth Compilation"" 4xCD (Lim. 50)",V/A,Grime Stone Records Dungeon Synth Compilation,CD,(Lim. 50)
"[SOLD OUT] XASTHUR ""Subliminal Genocide"" Vinyl 2xLP (Gatefold)",Xasthur,Subliminal Genocide,Vinyl,(Gatefold)
"[SOLD OUT] ELFFOR ""Kaosaren Mendi Odoltsuetan"" CD [Digipak]",Elffor,Kaosaren Mendi Odoltsuetan,CD,[Digipak]
"[SOLD OUT] FALKENBACH ""Magni Blandinn Ok Megintiri"" Vinyl LP (Gatefold, Color)",Falkenbach,Magni Blandinn Ok Megintiri,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] FALKENBACH ""Asa"" Vinyl 2xLP (Gatefold, Color)",Falkenbach,Asa,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] FALKENBACH ""Ok Nesfa Tysvar Ty"" Vinyl LP (Gatefold, Color)",Falkenbach,Ok Nesfa Tysvar Ty,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] FALKENBACH ""En Their Medh Riki Fara"" Vinyl LP (Gatefold, Color)",Falkenbach,En Their Medh Riki Fara,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] FALKENBACH ""Heralding - The Fireblade"" Vinyl LP (Gatefold, Color)",Falkenbach,Heralding - The Fireblade,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] FALKENBACH ""Tiurida"" Vinyl LP (Gatefold, Color)",Falkenbach,Tiurida,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] XASTHUR ""Defective Epitaph"" Vinyl 2xLP (Color, Gatefold, lim.200)",Xasthur,Defective Epitaph,Vinyl,"(Color, Gatefold, lim.200)"
"[SOLD OUT] EMPYRIUM ""Weiland"" Vinyl 2xLP (Gatefold, color)",EMPYRIUM,Weiland,Vinyl,"(Gatefold, color)"
"[SOLD OUT] EMPYRIUM ""Where at Night the Wood Grouse Plays"" Vinyl LP (Gatefold, Color)",EMPYRIUM,Where at Night the Wood Grouse Plays,Vinyl,"(Gatefold, Color)"
"[SOLD OUT] FALKENBACH ""Asa"" CD (digipak)",Falkenbach,Asa,CD,(digipak)
"[SOLD OUT] ARCTURUS ""Constellation / My Angel"" CD (digipak)",Arcturus,Constellation / My Angel,CD,(digipak)
"[SOLD OUT] EMPYRIUM ""Where At Night the Wood Grouse Plays"" CD (digipak)",EMPYRIUM,Where at Night the Wood Grouse Plays,CD,(digipak)
"[SOLD OUT] EMPYRIUM ""Weiland"" CD (digipak)",EMPYRIUM,Weiland,CD,(digipak)
"[SOLD OUT] EMPYRIUM ""A Wintersunset..."" CD (digipak)",EMPYRIUM,A Wintersunset...,CD,(digipak)
"[SOLD OUT] EMPYRIUM ""Songs of Moors and Misty Fields"" CD (digipak)",EMPYRIUM,Songs Of Moors and Misty Fields,CD,(digipak)
"[SOLD OUT] SAOR ""Guardians"" vinyl 2xLP (color, gatefold)",Saor,Guardians,Vinyl,"(color, gatefold)"
"[SOLD OUT] OLD TOWER ""The Old King of Witches"" CD [A5 digipak]",Old Tower,The Old King of Witches,CD,[A5 digipak]
"[SOLD OUT] IASOS ""Realms of Light"" CD (digipak)",IASOS,Realms of Light,CD,(digipak)
"[SOLD OUT] IASOS ""Inter-Dimensional Music"" CD (digipak)",IASOS,Inter-Dimensional Music,CD,(digipak)
"[SOLD OUT] IASOS ""Angelic Music"" CD (digipak)",IASOS,Angelic Music,CD,(digipak)
"[SOLD OUT] FOSSO ""Solo Amargo"" CD [Digipak]",Fosso,Solo Amargo,CD,[Digipak]
"[SOLD OUT] THARMAZEGETHUZAN ""The Necroglyph Triptych"" CD [Digipak]",Tharmazegethuzan,The Necroglyph Triptych,CD,[Digipak]
"[SOLD OUT] NANSARUNAI ""Ultimul Rege"" CD [Digipak]",Nansarunai,Ultimul Rege,CD,[Digipak]
"[SOLD OUT] VIRULENT SPECTER ""The Black Temple of Omniscient..."" CD [Digipak]",Virulent Specter,The Black Temple of Omniscient...,CD,[Digipak]
"[SOLD OUT] LAMPIR ""The Alchemy of Cursed Blood"" CD (lim.150)",Lampir,The Alchemy of Cursed Blood,CD,(lim.150)
"[SOLD OUT] VELO MISERE ""Monomanía del Inexorable Vacío"" CD [Digipak]",Velo Misere,Monomanía del Inexorable Vacío,CD,[Digipak]
"[SOLD OUT] LUMINOUS TRANSFIXION ""Elevation Within the Mists of Naaltrah"" Vinyl LP",Luminous Transfixion,Elevation Within the Mists of Naaltrah,Vinyl,
"[SOLD OUT] CONSUMMATIO ""Desaevio"" Vinyl LP",Consummatio,Desaevio,Vinyl,
"[SOLD OUT] NUIT NOIRE ""Lunar Deflagration"" Vinyl LP",Nuit Noire,Lunar Deflagration,Vinyl,
"[SOLD OUT] BORDA'S ROPE ""Reakened Within the Cold Cerulean Depths"" Vinyl LP",Borda's Rope,Reakened Within the Cold Cerulean Depths,Vinyl,
"[SOLD OUT] FUMIO MIYASHITA ""Wave (Sounds of the Universe)"" CD (digipak)",FUMIO MIYASHITA,Wave (Sounds of the Universe),CD,(digipak)
"[SOLD OUT] FEUFOLET ""Le Lit des Resurrections"" CD (Lim. 50)",FEUFOLET,Le Lit des Resurrections,CD,(Lim. 50)
"[SOLD OUT] VÉREUX ""Demo"" CD (Lim. 15)",VÉREUX,Demo,CD,(Lim. 15)
"[SOLD OUT] PÉNOMBRE ""Grande Flamme"" CD (Lim. 50)",PÉNOMBRE,Grande Flamme,CD,(Lim. 50)
"[SOLD OUT] OLD TOWER ""The Old King of Witches"" Vinyl LP",Old Tower,The Old King of Witches,Vinyl,
"CONIFEROUS MYST ""Lost Mountain Pathways"" CD (digipak)",Coniferous Myst,Lost Mountain Pathways,CD,(digipak)
"ARTHUROS ""Ithildin"" vinyl LP (Lim.100, 180g)",Arthuros,Ithildin,Vinyl,"(Lim.100, 180g)"
"DRAGONWYND ""Amulet ov Ages"" vinyl LP (Lim.200 w/ insert) [Mike Riddick / The Soil Bleeds Black]",Dragonwynd,Amulet Ov Ages,Vinyl,(Lim.200 w/ insert) [Mike Riddick / The Soil Bleeds Black]
"[SOLD OUT] ENCHANTED FOREST ""Music From Enchanted Forest"" vinyl LP (color)",ENCHANTED FOREST,Music From Enchanted Forest,Vinyl,(color)
"[SOLD OUT] ALAN HOWARTH ""Live at Hollywood Theatre"" vinyl LP (Lim 500)",ALAN HOWARTH,Live at Hollywood Theatre,Vinyl,(Lim 500)
"[SOLD OUT] SPECTRAL WOUND ""Infernal Decadence"" vinyl LP",Spectral Wound,Infernal Decadence,Vinyl,
"[SOLD OUT] SPECTRAL WOUND ""Infernal Decadence"" CD",Spectral Wound,Infernal Decadence,CD,
"[SOLD OUT] CAVERN DWELLER / DRUG DARKNESS ""Split"" Vinyl LP",CAVERN DWELLER / DRUG DARKNESS,Split,Vinyl,
"[SOLD OUT] ERNEST OWL ""Starts a School"" Vinyl LP",ERNEST OWL,Starts a School,Vinyl,
"[SOLD OUT] GRAVE PILGRIM ""Grave Pilgrim"" CD",GRAVE PILGRIM,Grave Pilgrim,CD,
"[SOLD OUT] WHOREDOM RIFE ""Winds Of Wrath"" CD (digipak)",Whoredom Rife,Winds Of Wrath,CD,(digipak)
"[SOLD OUT] DRAPED IN SHADOWS ""...And in the Autumn Night 2"" CD (Lim. 100)",DRAPED IN SHADOWS,...And in the Autumn Night 2,CD,(Lim. 100)
"[SOLD OUT] PHRENELITH ""Chimaera"" CD",Phrenelith,Chimaera,CD,
"[SOLD OUT] STORMKEEP ""Tales of Othertime"" Deluxe CD (w/ foil slipcase)",Stormkeep,Tales of Othertime,CD,(w/ foil slipcase)
"[SOLD OUT] VAMPIRSKA ""Nocna Razvratnost"" CD (digipak)",Vampirska,Nocna Razvratnost,CD,(digipak)
"[SOLD OUT] V/A ""FOUR WINDS OF REVELATION"" CD (digipak) [Spider God, Revenant Marquis, The Oracle]",V/A,FOUR WINDS OF REVELATION,CD,"(digipak) [Spider God, Revenant Marquis, The Oracle]"
"[SOLD OUT] SPIDER GOD / ALTERED HERESY ""Split"" CD (digipak)",SPIDER GOD / ALTERED HERESY,Split,CD,(digipak)
"[SOLD OUT] PESSIMIST CHAMBER ""Gemini Prowler"" CD (digipak)",PESSIMIST CHAMBER,Gemini Prowler,CD,(digipak)
"[SOLD OUT] FROSTVEIL ""Antediluvian Majesty"" vinyl LP (180g, w/ insert, 2 bonus tracks)",FROSTVEIL,Antediluvian Majesty,Vinyl,"(180g, w/ insert, 2 bonus tracks)"
"[SOLD OUT] MURGRIND ""Journey Through the Mountain"" vinyl LP (deluxe gold color edition)",Murgrind,Journey Through the Mountain,Vinyl,(deluxe gold color edition)
"[SOLD OUT] SIVYJ YAR ""Grief"" Vinyl LP (color, lim. 100) [Сивый Яр]",SIVYJ YAR,Grief,Vinyl,"(color, lim. 100) [Сивый Яр]"
"[SOLD OUT] SIVYJ YAR ""Burial Shrouds"" CD [Сивый Яр]",SIVYJ YAR,Burial Shrouds,CD,[Сивый Яр]
"[SOLD OUT] SIVYJ YAR ""From the Dead Villages Darkness"" CD [Сивый Яр]",SIVYJ YAR,From the Dead Villages Darkness,CD,[Сивый Яр]
"[SOLD OUT] SIVYJ YAR ""Golden Threads"" Vinyl LP (color) [Сивый Яр]",SIVYJ YAR,Golden Threads,Vinyl,(color) [Сивый Яр]
"[SOLD OUT] NEIGE ET NOIRCEUR ""Interstellar Enigmatic Throne"" CD (digipak)",Neige et Noirceur,Interstellar Enigmatic Throne,CD,(digipak)
"[SOLD OUT] NEIGE ET NOIRCEUR ""Vent Fantome"" CD (digipak)",Neige et Noirceur,Vent Fantome,CD,(digipak)
"[SOLD OUT] POP NEGATIF WASTAD ""s/t"" vinyl LP (1989 Welsh synth obscurity, lim. 250)",POP NEGATIF WASTAD,s/t,Vinyl,"(1989 Welsh synth obscurity, lim. 250)"
"[SOLD OUT] KARNILAPAKTE ""Karnilapakte"" vinyl LP (color, w/ insert+booklet, Wulkanaz)",Karnilapakte,Karnilapakte,Vinyl,"(color, w/ insert+booklet, Wulkanaz)"
"[SOLD OUT] SOLIPSISM ""Cruelty & Necrospection"" vinyl LP (color, w/ insert+poster)",Solipsism,Cruelty & Necrospection,Vinyl,"(color, w/ insert+poster)"
"[SOLD OUT] NIDERNES ""Beyond the Gleam of Nightsky"" CD (digipak)",Nidernes,Beyond the Gleam of Nightsky,CD,(digipak)
"[SOLD OUT] OBSKURITATEM ""U Mrak Iz Mraka"" CD (digipak)",Obskuritatem,U mrak iz Mraka,CD,(digipak)
"[SOLD OUT] OBSKURITATEM ""U Kraljevstvu Mrtvih"" CD (digipak)",Obskuritatem,U Kraljevstvu Mrtvih,CD,(digipak)
"[SOLD OUT] LYCIA ""Cold"" vinyl 2xLP (color, gatefold)",Lycia,Cold,Vinyl,"(color, gatefold)"
"[SOLD OUT] LYCIA ""A Day in the Stark Corner"" vinyl 2xLP (color, gatefold)",Lycia,A Day in the Stark Corner,Vinyl,"(color, gatefold)"
"[SOLD OUT] MESARTHIM ""CLG J02182–05102"" CD (digipak)",Mesarthim,CLG J02182-05102,CD,(digipak)
"[SOLD OUT] MESARTHIM ""CLG J02182–05102"" vinyl LP (color)",Mesarthim,CLG J02182-05102,Vinyl,(color)
"[SOLD OUT] OLIO TAHITEN TAKANA ""Spectral Katharsis"" CD (digipak)",OLIO TAHITEN TAKANA,Spectral Katharsis,CD,(digipak)
"[SOLD OUT] LYCIA ""Cold"" CD (digipak)",Lycia,Cold,CD,(digipak)
"[SOLD OUT] FIEF ""III+IV"" 2xLP Deluxe Set w/ Slipcover (#/100)",Fief,III+IV,Vinyl,(#/100)
"UTRED ""Citadel - Forest - Sovereign"" double CD (2xCD digipak)",Utred,Citadel - Forest - Sovereign,CD,(2xCD digipak)
"[SOLD OUT] UTRED ""Citadel - Forest - Sovereign"" vinyl 2xLP (lim. 200)",Utred,Citadel - Forest - Sovereign,Vinyl,(lim. 200)
"FORKLIFT OPERATOR ""Warehouse No. 1"" CD (digipak w/ obi)",Forklift Operator,Warehouse No. 1,CD,(digipak w/ obi)
"[SOLD OUT] FORLORN KINGDOM ""Ancient Winter's Domain"" CD (lim. 100)",Forlorn Kingdom,Ancient Winter's Domain,CD,(lim. 100)
"[SOLD OUT] FORLORN KINGDOM ""Alpine Black Magick"" CD (lim. 100)",Forlorn Kingdom,Alpine Black Magick,CD,(lim. 100)
"[SOLD OUT] FORLORN KINGDOM ""Northern Spirits Call From Afar"" CD (lim. 100)",Forlorn Kingdom,Northern Spirits Call From Afar,CD,(lim. 100)
"[SOLD OUT] STERÖID ""Smoke Show"" vinyl 7"" EP [Lord Gordith / Quest Master]",STERÖID,Smoke Show,Vinyl,[Lord Gordith / Quest Master]
